id;pred;true;latency_ms;cpu_percent;mem_percent;accuracy_cumulative;timestamp;mode;profile;;Lat media;CPU % media;Mem % media
;normal;normal;138,7951374;0,9;0,982093811;0,36489058;1758297191;ml;cloud;;;;
;stage 2 failure;normal;104,0399075;2,1;0,982522964;0,364717071;1758297192;ml;cloud;;;;
;normal;normal;124,7639656;3;0,982761383;0,365019011;1758297193;ml;cloud;;;;
;normal;suspect;119,1270351;2,1;0,982952118;0,364845606;1758297194;ml;cloud;;;;
;normal;suspect;135,032177;3;0,983047485;0,364672365;1758297195;ml;cloud;;;;
;inner race failure;suspect;118,5998917;3,1;0,983333588;0,364499288;1758297196;ml;cloud;;;;
;imminent failure;stage 2 failure;125,6430149;2,3;0,983524323;0,364326376;1758297197;ml;cloud;;;;
;normal;normal;144,3750858;3,5;0,983762741;0,364627786;1758297198;ml;cloud;;;;
;normal;normal;102,5559902;2,4;0,983953476;0,36492891;1758297199;ml;cloud;;;;
;stage 2 failure;normal;118,585825;3,3;0,984144211;0,36475604;1758297200;ml;cloud;;;;
;normal;suspect;94,39587593;1,1;0,984239578;0,364583333;1758297201;ml;cloud;;;;
;normal;suspect;124,158144;1;0,984430313;0,36441079;1758297202;ml;cloud;;;;
;normal;normal;135,9620094;2,9;0,984621048;0,364711447;1758297203;ml;cloud;;;;
;stage 2 failure;normal;96,00806236;2,4;0,984811783;0,364539007;1758297204;ml;cloud;;;;
;normal;normal;104,2780876;1,8;0,986528397;0,364839319;1758297206;ml;cloud;;;;
;normal;suspect;98,25205803;1;0,986719131;0,364666982;1758297206;ml;cloud;;;;
;normal;normal;101,3047695;2,5;0,987148285;0,36496695;1758297208;ml;cloud;;;;
;imminent failure;suspect;104,9559116;2,3;0,98733902;0,364794714;1758297209;ml;cloud;;;;
;imminent failure;stage 2 failure;122,3778725;1,6;0,987529755;0,364622642;1758297210;ml;cloud;;;;
;normal;suspect;115,6909466;3,5;0,98772049;0,364450731;1758297211;ml;cloud;;;;
;normal;early;137,0668411;2,9;0,987958908;0,364278982;1758297212;ml;cloud;;;;
;stage 2 failure;early;128,2203197;3,3;0,98824501;0,364107395;1758297213;ml;cloud;;;;
;normal;normal;130,4810047;2,3;0,988912582;0,36440678;1758297214;ml;cloud;;;;
;normal;normal;137,234211;3,2;0,989866257;0,364705882;1758297215;ml;cloud;;;;
;normal;normal;103,8541794;1,4;0,990056992;0,365004704;1758297216;ml;cloud;;;;
;stage 2 failure;normal;117,4821854;1,2;0,990247726;0,364833098;1758297217;ml;cloud;;;;
;normal;rolling element failure;103,0311584;1,2;0,990438461;0,364661654;1758297218;ml;cloud;;;;
;normal;suspect;111,6306782;1;0,990629196;0,364490371;1758297219;ml;cloud;;;;
;normal;normal;112,2932434;1,3;0,990819931;0,364788732;1758297220;ml;cloud;;;;
;imminent failure;normal;106,2247753;1;0,991010666;0,36461755;1758297221;ml;cloud;;;;
;imminent failure;rolling element failure;116,9099808;2,1;0,991296768;0,364446529;1758297222;ml;cloud;;;;
;normal;suspect;101,1567116;2,3;0,990438461;0,364275668;1758297223;ml;cloud;;;;
;normal;normal;126,4457703;2;0,990629196;0,364573571;1758297224;ml;cloud;;;;
;stage 2 failure;suspect;127,9230118;3,3;0,990819931;0,36440281;1758297225;ml;cloud;;;;
;imminent failure;rolling element failure;175,6317616;3;0,991153717;0,36423221;1758297226;ml;cloud;;;;
;normal;suspect;103,4379005;3;0,991344452;0,364061769;1758297227;ml;cloud;;;;
;normal;normal;116,4062023;3,7;0,991773605;0,364359214;1758297228;ml;cloud;;;;
;stage 2 failure;normal;139,4190788;2,9;0,991773605;0,364188873;1758297229;ml;cloud;;;;
;normal;normal;125,3700256;3,4;0,99196434;0,364485981;1758297230;ml;cloud;;;;
;normal;normal;107,8848839;1,5;0,992202759;0,364782812;1758297231;ml;cloud;;;;
;normal;normal;91,15695953;1,3;0,992393494;0,365079365;1758297232;ml;cloud;;;;
;stage 2 failure;normal;118,0980206;3,2;0,992584229;0,364909006;1758297233;ml;cloud;;;;
;normal;normal;125,8041859;3,6;0,992822647;0,365205224;1758297234;ml;cloud;;;;
;normal;suspect;107,2359085;1,6;0,991821289;0,365034965;1758297235;ml;cloud;;;;
;normal;early;138,4751797;3,1;0,989961624;0,364864865;1758297236;ml;cloud;;;;
;stage 2 failure;early;122,5316525;1,9;0,989484787;0,364694923;1758297237;ml;cloud;;;;
;normal;normal;114,5157814;2,7;0,989675522;0,364990689;1758297238;ml;cloud;;;;
;normal;normal;118,8938618;1,8;0,987863541;0,36528618;1758297239;ml;cloud;;;;
;normal;normal;107,7651978;2,5;0,987958908;0,365581395;1758297240;ml;cloud;;;;
;stage 2 failure;normal;135,5981827;4;0,988149643;0,365411437;1758297241;ml;cloud;;;;
;early;suspect;113,1138802;2,7;0,988340378;0,365241636;1758297242;ml;cloud;;;;
;normal;normal;130,8660507;2,9;0,989627838;0,365536461;1758297243;ml;cloud;;;;
;normal;normal;139,0841007;3,8;0,989818573;0,365831012;1758297244;ml;cloud;;;;
;stage 2 failure;normal;117,3381805;2,6;0,990343094;0,365661253;1758297245;ml;cloud;;;;
;normal;suspect;122,9529381;1;0,990533829;0,365491651;1758297246;ml;cloud;;;;
;normal;normal;100,7611752;1,4;0,990724564;0,365785814;1758297247;ml;cloud;;;;
;normal;normal;103,2247543;1;0,990915298;0,366079703;1758297248;ml;cloud;;;;
;stage 2 failure;normal;92,91005135;1,1;0,991106033;0,365910144;1758297249;ml;cloud;;;;
;normal;normal;114,7251129;1,4;0,991296768;0,366203704;1758297250;ml;cloud;;;;
;normal;normal;119,5838451;1,3;0,991487503;0,366496992;1758297251;ml;cloud;;;;
;normal;normal;119,8956966;1,6;0,970172882;0,366790009;1758297252;ml;cloud;;;;
;stage 2 failure;normal;97,69129753;2,5;0,953483582;0,366620435;1758297253;ml;cloud;;;;
;normal;suspect;131,0899258;2,4;0,95500946;0,366451017;1758297254;ml;cloud;;;;
;normal;early;118,4849739;3,5;0,956964493;0,366281755;1758297255;ml;cloud;;;;
;normal;early;117,6178455;2,9;0,957345963;0,36611265;1758297257;ml;cloud;;;;
;normal;early;131,2670708;2,9;0,957727432;0,365943701;1758297258;ml;cloud;;;;
;normal;early;122,7281094;2,7;0,957918167;0,365774908;1758297259;ml;cloud;;;;
;imminent failure;imminent failure;125,1480579;3,4;0,958108902;0,366067312;1758297260;ml;cloud;;;;
;imminent failure;imminent failure;114,5489216;2,4;0,958299637;0,366359447;1758297261;ml;cloud;;;;
;imminent failure;inner race failure;101,0191441;1,3;0,959634781;0,366190696;1758297262;ml;cloud;;;;
;imminent failure;stage 2 failure;92,50211716;1;0,959873199;0,366022099;1758297263;ml;cloud;;;;
;normal;early;155,6458473;3,3;0,960063934;0,365853659;1758297264;ml;cloud;;;;
;normal;early;126,8069744;1,1;0,959062576;0,365685373;1758297265;ml;cloud;;;;
;normal;early;143,3618069;3;0,959205627;0,365517241;1758297266;ml;cloud;;;;
;normal;early;97,35822678;1,7;0,959539413;0,365349265;1758297267;ml;cloud;;;;
;normal;suspect;130,5820942;3,1;0,959730148;0,365181442;1758297268;ml;cloud;;;;
;normal;suspect;130,5649281;1,9;0,959920883;0,365013774;1758297269;ml;cloud;;;;
;inner race failure;suspect;116,8961525;3;0,960111618;0,36484626;1758297270;ml;cloud;;;;
;imminent failure;stage 2 failure;114,2191887;2,8;0,960493088;0,364678899;1758297271;ml;cloud;;;;
;normal;suspect;139,549017;3,2;0,960683823;0,364511692;1758297272;ml;cloud;;;;
;normal;normal;139,4000053;2,9;0,960874557;0,364802933;1758297273;ml;cloud;;;;
;stage 2 failure;normal;138,6489868;3,4;0,961065292;0,364635822;1758297274;ml;cloud;;;;
;normal;normal;116,9748306;3,9;0,961256027;0,36492674;1758297275;ml;cloud;;;;
;normal;suspect;111,4609241;1,6;0,961828232;0,364759725;1758297276;ml;cloud;;;;
;normal;early;123,3341694;1,4;0,96206665;0,364592864;1758297277;ml;cloud;;;;
;stage 2 failure;early;115,0856018;2,6;0,962257385;0,364426155;1758297278;ml;cloud;;;;
;normal;normal;123,8241196;3,6;0,955438614;0,364716636;1758297279;ml;cloud;;;;
;normal;suspect;94,52199936;1,1;0,948572159;0,364550023;1758297280;ml;cloud;;;;
;normal;normal;144,1431046;3;0,949382782;0,364840183;1758297281;ml;cloud;;;;
;stage 2 failure;normal;122,7140427;1,9;0,948476791;0,364673665;1758297282;ml;cloud;;;;
;normal;rolling element failure;128,4780502;3,2;0,94704628;0,364507299;1758297283;ml;cloud;;;;
;normal;normal;127,4912357;2;0,947618484;0,364797082;1758297284;ml;cloud;;;;
;normal;normal;125,910759;3,8;0,947523117;0,3650866;1758297285;ml;cloud;;;;
;stage 2 failure;normal;125,0798702;4,3;0,947618484;0,364920273;1758297286;ml;cloud;;;;
;normal;suspect;129,8749447;3,9;0,947856903;0,364754098;1758297287;ml;cloud;;;;
;normal;normal;119,812727;4;0,948619843;0,365043241;1758297288;ml;cloud;;;;
;normal;normal;127,273798;3,2;0,948810577;0,36533212;1758297289;ml;cloud;;;;
;imminent failure;normal;139,3630505;3,3;0,949001312;0,365165985;1758297290;ml;cloud;;;;
;normal;suspect;98,7329483;1;0,949811935;0,365;1758297291;ml;cloud;;;;
;normal;suspect;127,6390553;1,3;0,950241089;0,364834166;1758297292;ml;cloud;;;;
;normal;early;88,74773979;1,1;0,950431824;0,364668483;1758297293;ml;cloud;;;;
;stage 2 failure;early;113,8958931;1,2;0,950717926;0,364502951;1758297294;ml;cloud;;;;
;normal;normal;103,1758785;1;0,950908661;0,364791289;1758297295;ml;cloud;;;;
;imminent failure;suspect;117,0732975;1,3;0,951099396;0,36462585;1758297296;ml;cloud;;;;
;normal;suspect;102,8878689;1,6;0,950431824;0,364460562;1758297297;ml;cloud;;;;
;inner race failure;suspect;120,6388474;2,1;0,87480545;0,364295424;1758297298;ml;cloud;;;;
;imminent failure;stage 2 failure;122,2252846;3,4;0,877857208;0,364130435;1758297299;ml;cloud;;;;
;normal;early;124,2113113;4,5;0,884103775;0,363965595;1758297300;ml;cloud;;;;
;normal;early;110,7945442;3,2;0,885486603;0,363800905;1758297301;ml;cloud;;;;
;stage 2 failure;early;122,4451065;3,2;0,885820389;0,363636364;1758297303;ml;cloud;;;;
;normal;early;113,0039692;3,7;0,886201859;0,363471971;1758297304;ml;cloud;;;;
;imminent failure;imminent failure;115,3678894;2,8;0,887107849;0,363759602;1758297305;ml;cloud;;;;
;imminent failure;imminent failure;115,6380177;1,3;0,887298584;0,364046974;1758297306;ml;cloud;;;;
;stage 2 failure;inner race failure;103,4500599;1,3;0,887870789;0,363882619;1758297307;ml;cloud;;;;
;imminent failure;stage 2 failure;101,241827;1;0,888061523;0,363718412;1758297308;ml;cloud;;;;
;normal;normal;150,2783298;3,1;0,888395309;0,364005413;1758297309;ml;cloud;;;;
;normal;normal;101,8512249;1,4;0,888586044;0,364292155;1758297310;ml;cloud;;;;
;stage 2 failure;normal;138,2422447;2,9;0,889348984;0,364127986;1758297311;ml;cloud;;;;
;normal;suspect;115,7119274;1,5;0,889635086;0,363963964;1758297312;ml;cloud;;;;
;normal;suspect;122,7300167;2,6;0,889825821;0,36380009;1758297313;ml;cloud;;;;
;normal;early;98,45685959;2,3;0,890111923;0,363636364;1758297314;ml;cloud;;;;
;stage 2 failure;early;145,6730366;3,3;0,890493393;0,363472785;1758297315;ml;cloud;;;;
;normal;normal;125,9260178;3,8;0,890493393;0,363758993;1758297316;ml;cloud;;;;
;normal;normal;126,7118454;2,6;0,890779495;0,364044944;1758297317;ml;cloud;;;;
;normal;normal;118,3888912;2,6;0,89097023;0,364330638;1758297318;ml;cloud;;;;
;stage 2 failure;normal;106,6720486;2,1;0,891160965;0,364167041;1758297319;ml;cloud;;;;
;normal;suspect;151,0698795;3,8;0,8913517;0,364003591;1758297320;ml;cloud;;;;
;normal;suspect;128,8151741;3,6;0,891542435;0,363840287;1758297321;ml;cloud;;;;
;normal;normal;111,084938;1;0,891780853;0,364125561;1758297322;ml;cloud;;;;
;stage 2 failure;normal;100,9202003;1;0,891971588;0,363962349;1758297323;ml;cloud;;;;
;stage 2 failure;rolling element failure;95,28398514;0,9;0,892210007;0,363799283;1758297324;ml;cloud;;;;
;normal;suspect;123,9459515;0,9;0,892400742;0,363636364;1758297325;ml;cloud;;;;
;normal;early;100,8877754;1,2;0,895261765;0,36347359;1758297326;ml;cloud;;;;
;stage 2 failure;early;129,6272278;1,8;0,895786285;0,363310962;1758297327;ml;cloud;;;;
;normal;normal;142,2288418;3,5;0,896072388;0,363595707;1758297328;ml;cloud;;;;
;normal;normal;97,41067886;2,3;0,896263123;0,363880197;1758297329;ml;cloud;;;;
;normal;normal;116,9309616;3,1;0,896930695;0,364164433;1758297330;ml;cloud;;;;
;stage 2 failure;normal;113,4738922;3,3;0,897026062;0,364001787;1758297331;ml;cloud;;;;
;normal;normal;137,8622055;3,2;0,897312164;0,364285714;1758297332;ml;cloud;;;;
;normal;suspect;137,8359795;4,3;0,897884369;0,364123159;1758297333;ml;cloud;;;;
;normal;normal;148,7421989;2,9;0,899171829;0,36440678;1758297334;ml;cloud;;;;
;imminent failure;normal;148,3371258;3,7;0,899362564;0,364244316;1758297335;ml;cloud;;;;
;inner race failure;rolling element failure;127,7229786;2;0,899553299;0,364081996;1758297336;ml;cloud;;;;
;normal;suspect;99,7030735;1,3;0,899839401;0,363919822;1758297337;ml;cloud;;;;
;normal;early;123,9850521;1;0,901031494;0,363757792;1758297338;ml;cloud;;;;
;stage 2 failure;early;95,7942009;1;0,901317596;0,363595906;1758297339;ml;cloud;;;;
;normal;normal;107,3701382;1,3;0,892353058;0,363879004;1758297340;ml;cloud;;;;
;normal;normal;122,8711605;1,4;0,891256332;0,36416185;1758297341;ml;cloud;;;;
;normal;normal;113,2228374;2;0,891590118;0,364444444;1758297342;ml;cloud;;;;
;stage 2 failure;normal;137,3119354;4,2;0,892066956;0,364282541;1758297343;ml;cloud;;;;
;normal;normal;114,5708561;2,1;0,892210007;0,364564831;1758297344;ml;cloud;;;;
;normal;normal;132,6053143;3,7;0,892734528;0,364846871;1758297345;ml;cloud;;;;
;normal;normal;128,1349659;3,4;0,893115997;0,36512866;1758297346;ml;cloud;;;;
;stage 2 failure;normal;135,0240707;3,3;0,893735886;0,364966741;1758297348;ml;cloud;;;;
;normal;suspect;156,4669609;4,9;0,894069672;0,364804965;1758297349;ml;cloud;;;;
;normal;normal;134,7029209;2,7;0,894165039;0,365086398;1758297350;ml;cloud;;;;
;normal;normal;117,7859306;3,3;0,894355774;0,365367582;1758297351;ml;cloud;;;;
;stage 2 failure;normal;99,84779358;1,4;0,894594193;0,365205843;1758297352;ml;cloud;;;;
;normal;suspect;115,2477264;1;0,89507103;0,365044248;1758297353;ml;cloud;;;;
;normal;suspect;108,3199978;3,7;0,895261765;0,364882795;1758297354;ml;cloud;;;;
;normal;normal;124,6640682;1,1;0,895452499;0,365163572;1758297355;ml;cloud;;;;
;stage 2 failure;suspect;116,0099506;2,9;0,895643234;0,365002209;1758297356;ml;cloud;;;;
;imminent failure;rolling element failure;101,2411118;1,7;0,896024704;0,364840989;1758297357;ml;cloud;;;;
;imminent failure;suspect;135,6978416;3,1;0,896215439;0,364679912;1758297358;ml;cloud;;;;
;normal;normal;119,0321445;2,4;0,896406174;0,364960282;1758297359;ml;cloud;;;;
;stage 2 failure;normal;138,24296;3,7;0,896596909;0,364799294;1758297360;ml;cloud;;;;
;normal;normal;123,3179569;3,2;0,89673996;0,365079365;1758297361;ml;cloud;;;;
;normal;normal;152,613163;4;0,896930695;0,365359189;1758297362;ml;cloud;;;;
;normal;normal;138,8351917;4,2;0,897121429;0,365638767;1758297363;ml;cloud;;;;
;stage 2 failure;normal;135,3609562;3,9;0,897312164;0,365477763;1758297364;ml;cloud;;;;
;normal;suspect;123,2740879;3,3;0,897502899;0,365316901;1758297365;ml;cloud;;;;
;normal;suspect;116,052866;1,1;0,897693634;0,365156181;1758297366;ml;cloud;;;;
;normal;early;95,53623199;1,3;0,897932053;0,364995602;1758297367;ml;cloud;;;;
;stage 2 failure;early;115,4658794;2,7;0,898170471;0,364835165;1758297368;ml;cloud;;;;
;normal;normal;146,9969749;3,3;0,898361206;0,365114236;1758297369;ml;cloud;;;;
;normal;suspect;120,5780506;1;0,898838043;0,364953887;1758297370;ml;cloud;;;;
;normal;normal;128,6001205;4,3;0,899219513;0,36523266;1758297371;ml;cloud;;;;
;imminent failure;suspect;130,2189827;1,5;0,899505615;0,3650724;1758297372;ml;cloud;;;;
;imminent failure;stage 2 failure;119,0531254;2,9;0,899744034;0,364912281;1758297373;ml;cloud;;;;
;imminent failure;imminent failure;112,4129295;2,3;0,899982452;0,365190706;1758297374;ml;cloud;;;;
;imminent failure;imminent failure;123,5997677;1,9;0,90007782;0,365468887;1758297375;ml;cloud;;;;
;imminent failure;inner race failure;137,6600266;2,1;0,900268555;0,365308804;1758297376;ml;cloud;;;;
;imminent failure;stage 2 failure;125,4768372;3,4;0,90045929;0,365148862;1758297377;ml;cloud;;;;
;normal;early;147,5901604;3,1;0,900697708;0,364989059;1758297378;ml;cloud;;;;
;normal;early;152,4071693;3;0,900888443;0,364829396;1758297379;ml;cloud;;;;
;normal;early;120,7437515;3,1;0,901079178;0,364669873;1758297380;ml;cloud;;;;
;normal;early;122,6091385;1,7;0,901317596;0,36451049;1758297381;ml;cloud;;;;
;normal;early;125,4658699;1;0,901508331;0,364351245;1758297382;ml;cloud;;;;
;normal;early;141,5250301;3,4;0,90174675;0,36419214;1758297383;ml;cloud;;;;
;normal;early;125,453949;3,3;0,901937485;0,364033173;1758297384;ml;cloud;;;;
;normal;early;133,7342262;3,4;0,90212822;0,363874346;1758297386;ml;cloud;;;;
;normal;suspect;103,4700871;1;0,902318954;0,363715656;1758297386;ml;cloud;;;;
;normal;normal;104,5632362;1,7;0,903701782;0,363993025;1758297388;ml;cloud;;;;
;imminent failure;suspect;117,79809;1,9;0,903892517;0,363834423;1758297389;ml;cloud;;;;
;imminent failure;rolling element failure;125,975132;2,6;0,904369354;0,363675958;1758297390;ml;cloud;;;;
;normal;normal;126,8680096;3,9;0,904560089;0,363952982;1758297391;ml;cloud;;;;
;normal;normal;135,5347633;2,6;0,904655457;0,364229765;1758297392;ml;cloud;;;;
;stage 2 failure;normal;121,2420464;3,6;0,905609131;0,364071335;1758297393;ml;cloud;;;;
;normal;rolling element failure;125,2169609;1,5;0,905942917;0,363913043;1758297394;ml;cloud;;;;
;normal;normal;134,0999603;3,2;0,90637207;0,364189483;1758297395;ml;cloud;;;;
;normal;normal;141,6811943;3,5;0,906562805;0,364465682;1758297396;ml;cloud;;;;
;stage 2 failure;normal;131,6590309;1,3;0,90675354;0,364307425;1758297397;ml;cloud;;;;
;normal;normal;106,8508625;1;0,907039642;0,364583333;1758297398;ml;cloud;;;;
;normal;suspect;151,3991356;3,3;0,908851624;0,364425163;1758297399;ml;cloud;;;;
;normal;normal;99,38812256;1,3;0,909376144;0,364700781;1758297400;ml;cloud;;;;
;stage 2 failure;normal;126,47295;3,2;0,909566879;0,364542696;1758297401;ml;cloud;;;;
;normal;normal;99,82013702;1,6;0,909852982;0,364818024;1758297402;ml;cloud;;;;
;normal;suspect;132,0300102;1,8;0,910043716;0,364660026;1758297403;ml;cloud;;;;
;normal;early;106,1041355;2,3;0,910234451;0,364502165;1758297404;ml;cloud;;;;
;stage 2 failure;early;156,2290192;3,2;0,910425186;0,36434444;1758297405;ml;cloud;;;;
;normal;normal;129,6799183;2,9;0,910520554;0,364619377;1758297406;ml;cloud;;;;
;normal;suspect;131,5901279;2,6;0,910711288;0,364461738;1758297407;ml;cloud;;;;
;normal;normal;144,6530819;2,8;0,910902023;0,364736387;1758297408;ml;cloud;;;;
;stage 2 failure;suspect;134,5739365;2,3;0,911092758;0,364578834;1758297409;ml;cloud;;;;
;imminent failure;stage 2 failure;148,6039162;3,5;0,911569595;0,364421416;1758297410;ml;cloud;;;;
;normal;normal;140,5837536;2,3;0,91176033;0,364695727;1758297411;ml;cloud;;;;
;normal;normal;98,32000732;1,1;0,911951065;0,364969802;1758297412;ml;cloud;;;;
;stage 2 failure;normal;99,43127632;1,3;0,9121418;0,364812419;1758297413;ml;cloud;;;;
;normal;suspect;126,6722679;1;0,912332535;0,364655172;1758297414;ml;cloud;;;;
;normal;normal;110,9881401;1,4;0,91252327;0,36492891;1758297415;ml;cloud;;;;
;normal;normal;125,1680851;1,1;0,912714005;0,365202412;1758297416;ml;cloud;;;;
;stage 2 failure;normal;132,2088242;1,9;0,913143158;0,3650452;1758297417;ml;cloud;;;;
;normal;normal;126,9481182;1,3;0,878667831;0,365318417;1758297418;ml;cloud;;;;
;normal;suspect;116,4460182;2,9;0,878620148;0,36516129;1758297419;ml;cloud;;;;
;normal;normal;129,4140816;3,1;0,880336761;0,365434222;1758297420;ml;cloud;;;;
;stage 2 failure;normal;145,8628178;3,4;0,882005692;0,365277181;1758297421;ml;cloud;;;;
;stage 2 failure;rolling element failure;146,1529732;3,3;0,883054733;0,365120275;1758297422;ml;cloud;;;;
;normal;normal;119,9288368;2,9;0,883245468;0,365392872;1758297423;ml;cloud;;;;
;normal;normal;150,2802372;3,2;0,883436203;0,365665236;1758297424;ml;cloud;;;;
;stage 2 failure;normal;126,9128323;3,1;0,883722305;0,365508366;1758297426;ml;cloud;;;;
;normal;suspect;111,0160351;1,5;0,884628296;0,36535163;1758297427;ml;cloud;;;;
;normal;suspect;98,70886803;1;0,886058807;0,365195028;1758297428;ml;cloud;;;;
;normal;early;116,1391735;2,3;0,886154175;0,36503856;1758297429;ml;cloud;;;;
;stage 2 failure;early;109,0857983;1,9;0,88634491;0,364882227;1758297430;ml;cloud;;;;
;normal;normal;137,1488571;3,3;0,886583328;0,36515411;1758297431;ml;cloud;;;;
;normal;normal;97,10884094;1,1;0,886774063;0,36542576;1758297432;ml;cloud;;;;
;normal;normal;153,1043053;3,1;0,887966156;0,365697177;1758297433;ml;cloud;;;;
;stage 2 failure;normal;121,2260723;2,5;0,888156891;0,365540829;1758297434;ml;cloud;;;;
;normal;normal;148,3659744;3;0,888347626;0,365811966;1758297435;ml;cloud;;;;
;imminent failure;suspect;142,1601772;3,2;0,888442993;0,365655703;1758297436;ml;cloud;;;;
;normal;normal;110,4567051;3,2;0,888633728;0,365926558;1758297437;ml;cloud;;;;
;stage 2 failure;normal;144,2050934;2,4;0,888824463;0,36577038;1758297438;ml;cloud;;;;
;normal;normal;118,1430817;2,1;0,889015198;0,366040956;1758297439;ml;cloud;;;;
;normal;suspect;127,3899078;3,5;0,8893013;0,365884861;1758297440;ml;cloud;;;;
;normal;normal;131,8559647;3,6;0,889587402;0,366155158;1758297441;ml;cloud;;;;
;stage 2 failure;normal;120,5911636;1,3;0,891828537;0,365999148;1758297442;ml;cloud;;;;
;stage 2 failure;rolling element failure;104,077816;1;0,892019272;0,365843271;1758297443;ml;cloud;;;;
;normal;normal;105,6587696;2,6;0,892210007;0,36611324;1758297444;ml;cloud;;;;
;normal;normal;118,4170246;1,3;0,892400742;0,366382979;1758297445;ml;cloud;;;;
;stage 2 failure;normal;135,5559826;2,7;0,892591476;0,366227137;1758297446;ml;cloud;;;;
;normal;normal;127,6438236;1,6;0,892877579;0,366496599;1758297447;ml;cloud;;;;
;normal;suspect;136,2462044;2,4;0,893068314;0,366340841;1758297448;ml;cloud;;;;
;normal;early;110,0628376;2,8;0,894069672;0,366185217;1758297449;ml;cloud;;;;
;stage 2 failure;early;128,55196;2,6;0,894260406;0,366029724;1758297450;ml;cloud;;;;
;normal;normal;149,5769024;2,3;0,894355774;0,366298812;1758297451;ml;cloud;;;;
;normal;suspect;136,5761757;3,2;0,894546509;0,366143403;1758297452;ml;cloud;;;;
;normal;early;132,9610348;4,1;0,894641876;0,365988126;1758297453;ml;cloud;;;;
;stage 2 failure;early;135,3609562;3,9;0,894927979;0,36583298;1758297454;ml;cloud;;;;
;normal;normal;138,0710602;2,9;0,895309448;0,366101695;1758297455;ml;cloud;;;;
;normal;normal;104,2060852;2,6;0,895547867;0,366370182;1758297456;ml;cloud;;;;
;normal;normal;95,89385986;1;0,895738602;0,366638442;1758297457;ml;cloud;;;;
;stage 2 failure;normal;120,9657192;1,2;0,897073746;0,366483284;1758297458;ml;cloud;;;;
;normal;suspect;142,802;2,9;0,897264481;0,366328257;1758297459;ml;cloud;;;;
;normal;normal;118,3588505;1,3;0,898981094;0,366596195;1758297460;ml;cloud;;;;
;normal;normal;131,6070557;1;0,899171829;0,366863905;1758297461;ml;cloud;;;;
;stage 2 failure;normal;117,8700924;1,5;0,899457932;0,366708914;1758297462;ml;cloud;;;;
;normal;suspect;132,8670979;4,5;0,899648666;0,366554054;1758297463;ml;cloud;;;;
;normal;early;123,8279343;2,5;0,899839401;0,366399325;1758297464;ml;cloud;;;;
;normal;early;113,8842106;3;0,899934769;0,366244726;1758297466;ml;cloud;;;;
;normal;early;114,7756577;3,4;0,900125504;0,366090257;1758297467;ml;cloud;;;;
;normal;early;128,2560825;3,2;0,900316238;0,365935919;1758297468;ml;cloud;;;;
;normal;early;119,4028854;2,7;0,900506973;0,365781711;1758297469;ml;cloud;;;;
;normal;early;135,0357533;3,6;0,900697708;0,365627633;1758297470;ml;cloud;;;;
;normal;early;106,1320305;3,1;0,900936127;0,365473684;1758297471;ml;cloud;;;;
;normal;early;131,6280365;1,7;0,901126862;0,365319865;1758297472;ml;cloud;;;;
;normal;suspect;103,6510468;1,2;0,901317596;0,365166176;1758297473;ml;cloud;;;;
;normal;early;128,6549568;2,7;0,901508331;0,365012616;1758297474;ml;cloud;;;;
;stage 2 failure;early;107,3489189;1,5;0,901699066;0,364859185;1758297475;ml;cloud;;;;
;normal;normal;110,8388901;1,8;0,901889801;0,36512605;1758297476;ml;cloud;;;;
;normal;suspect;127,4690628;2,2;0,902605057;0,364972701;1758297477;ml;cloud;;;;
;normal;normal;138,723135;2,5;0,902795792;0,365239295;1758297478;ml;cloud;;;;
;stage 2 failure;suspect;131,4518452;2,4;0,902986526;0,365086026;1758297479;ml;cloud;;;;
;imminent failure;stage 2 failure;122,1418381;3,1;0,903177261;0,364932886;1758297480;ml;cloud;;;;
;normal;suspect;138,0357742;3;0,903272629;0,364779874;1758297481;ml;cloud;;;;
;normal;normal;109,429121;2,7;0,903463364;0,365046102;1758297482;ml;cloud;;;;
;stage 2 failure;normal;118,0970669;2,7;0,903654099;0,364893171;1758297483;ml;cloud;;;;
;normal;normal;136,1730099;2,6;0,903844833;0,365159129;1758297484;ml;cloud;;;;
;normal;normal;136,0290051;3,1;0,904035568;0,365424864;1758297485;ml;cloud;;;;
;normal;normal;130,7561398;2,9;0,904321671;0,365690377;1758297486;ml;cloud;;;;
;stage 2 failure;normal;130,9161186;1,4;0,904607773;0,365537432;1758297487;ml;cloud;;;;
;normal;suspect;94,68317032;1,5;0,904846191;0,365384615;1758297488;ml;cloud;;;;
;normal;suspect;120,2819347;2,8;0,905036926;0,365231926;1758297489;ml;cloud;;;;
;normal;normal;98,80208969;1,3;0,905275345;0,365497076;1758297490;ml;cloud;;;;
;stage 2 failure;suspect;149,766922;2,4;0,90546608;0,365344468;1758297491;ml;cloud;;;;
;imminent failure;rolling element failure;126,2352467;1,5;0,905752182;0,365191987;1758297492;ml;cloud;;;;
;normal;normal;140,2440071;2,8;0,905942917;0,365456821;1758297493;ml;cloud;;;;
;normal;normal;135,3242397;2,2;0,906133652;0,365721435;1758297494;ml;cloud;;;;
;stage 2 failure;normal;139,8198605;2,5;0,906229019;0,365568987;1758297495;ml;cloud;;;;
;normal;rolling element failure;96,01902962;1,9;0,906419754;0,365416667;1758297496;ml;cloud;;;;
