id;pred;true;latency_ms;cpu_percent;mem_percent;accuracy_cumulative;timestamp;mode;profile;;;lat;cpu;mem
;early;early;43,89619827;6,4;1,358699799;0,662205814;1758286140;dl;rpi3;;;;;
;early;early;27,32396126;1,6;1,358699799;0,662361624;1758286141;dl;rpi3;;;;;
;suspect;imminent failure;34,15584564;1,8;1,358890533;0,662056247;1758286142;dl;rpi3;;;;;
;normal;imminent failure;47,24216461;2,8;1,360177994;0,661751152;1758286143;dl;rpi3;;;;;
;normal;inner race failure;27,51994133;1,6;1,361656189;0,661446338;1758286144;dl;rpi3;;;;;
;rolling element failure;stage 2 failure;29,73890305;1,7;1,364135742;0,661141805;1758286145;dl;rpi3;;;;;
;normal;early;32,73224831;1,6;1,364135742;0,660837552;1758286146;dl;rpi3;;;;;
;early;early;37,05477715;2,4;1,365566254;0,66099356;1758286147;dl;rpi3;;;;;
;early;early;32,10520744;1,6;1,366329193;0,661149425;1758286148;dl;rpi3;;;;;
;early;early;33,72597694;2,3;1,367473602;0,661305147;1758286149;dl;rpi3;;;;;
;suspect;suspect;318,3188438;1,6;1,368951797;0,661460726;1758286150;dl;rpi3;;;;;
;normal;suspect;30,84921837;2,4;1,369905472;0,661157025;1758286151;dl;rpi3;;;;;
;suspect;suspect;31,56089783;1,8;1,369857788;0,661312529;1758286152;dl;rpi3;;;;;
;rolling element failure;stage 2 failure;29,02698517;1,6;1,371145248;0,661009174;1758286153;dl;rpi3;;;;;
;suspect;suspect;23,47683907;2;1,370239258;0,661164603;1758286154;dl;rpi3;;;;;
;normal;normal;28,35702896;1,5;1,370286942;0,66131989;1758286155;dl;rpi3;;;;;
;normal;normal;25,19917488;1,7;1,370286942;0,661475034;1758286156;dl;rpi3;;;;;
;normal;normal;26,48496628;1,5;1,371431351;0,661630037;1758286157;dl;rpi3;;;;;
;suspect;suspect;29,41417694;1,5;1,371431351;0,661784897;1758286158;dl;rpi3;;;;;
;normal;early;22,74417877;1,5;1,371479034;0,661482159;1758286159;dl;rpi3;;;;;
;normal;early;27,70996094;1,6;1,371479034;0,661179698;1758286160;dl;rpi3;;;;;
;rolling element failure;normal;28,45478058;1,6;1,371526718;0,660877514;1758286161;dl;rpi3;;;;;
;suspect;suspect;25,52914619;1,4;1,371526718;0,661032435;1758286162;dl;rpi3;;;;;
;normal;normal;27,81176567;1,5;1,371526718;0,661187215;1758286163;dl;rpi3;;;;;
;normal;normal;29,58416939;2,3;1,344966888;0,661341853;1758286164;dl;rpi3;;;;;
;rolling element failure;rolling element failure;31,23998642;2,3;1,335525513;0,66149635;1758286165;dl;rpi3;;;;;
;suspect;normal;25,60520172;1,8;1,335954666;0,66119471;1758286166;dl;rpi3;;;;;
;normal;normal;30,54594994;1,7;1,339101791;0,661349134;1758286167;dl;rpi3;;;;;
;normal;normal;36,40985489;2;1,340103149;0,661503417;1758286168;dl;rpi3;;;;;
;rolling element failure;suspect;26,60012245;1,6;1,340103149;0,661202186;1758286169;dl;rpi3;;;;;
;suspect;normal;30,99894524;1,6;1,341056824;0,660901229;1758286170;dl;rpi3;;;;;
;normal;normal;26,3209343;1,4;1,341056824;0,661055505;1758286171;dl;rpi3;;;;;
;normal;normal;31,40377998;2,3;1,341295242;0,661209641;1758286172;dl;rpi3;;;;;
;rolling element failure;suspect;29,74891663;1,5;1,341295242;0,660909091;1758286173;dl;rpi3;;;;;
;suspect;suspect;30,31587601;2;1,342487335;0,661063153;1758286174;dl;rpi3;;;;;
;normal;early;31,85296059;1,5;1,343679428;0,660762943;1758286175;dl;rpi3;;;;;
;normal;early;21,66008949;1,4;1,343679428;0,660463005;1758286176;dl;rpi3;;;;;
;normal;normal;21,93713188;1,5;1,343679428;0,66061706;1758286177;dl;rpi3;;;;;
;suspect;suspect;27,54187584;1,4;1,343727112;0,660770975;1758286178;dl;rpi3;;;;;
;suspect;suspect;35,50505638;3;1,346206665;0,660924751;1758286180;dl;rpi3;;;;;
;normal;suspect;23,0050087;2,1;1,346206665;0,660625283;1758286181;dl;rpi3;;;;;
;rolling element failure;stage 2 failure;30,27367592;1,8;1,346206665;0,660326087;1758286182;dl;rpi3;;;;;
;early;early;50,03499985;2,9;1,346826553;0,660479855;1758286183;dl;rpi3;;;;;
;early;early;28,46598625;1,6;1,346826553;0,660633484;1758286184;dl;rpi3;;;;;
;early;early;26,42393112;1,6;1,346826553;0,660786974;1758286185;dl;rpi3;;;;;
;early;early;28,79214287;1,5;1,348686218;0,660940325;1758286186;dl;rpi3;;;;;
;suspect;imminent failure;29,45709229;1,8;1,348733902;0,660641663;1758286187;dl;rpi3;;;;;
;suspect;imminent failure;34,82818604;1,7;1,350212097;0,66034327;1758286188;dl;rpi3;;;;;
;normal;inner race failure;33,7767601;1,6;1,350212097;0,660045147;1758286189;dl;rpi3;;;;;
;rolling element failure;stage 2 failure;29,23488617;1,6;1,350212097;0,659747292;1758286190;dl;rpi3;;;;;
;suspect;normal;30,21597862;1,5;1,350212097;0,659449707;1758286191;dl;rpi3;;;;;
;normal;normal;28,5589695;1,5;1,350307465;0,659603246;1758286192;dl;rpi3;;;;;
;normal;normal;29,97231483;2;1,350307465;0,659756647;1758286193;dl;rpi3;;;;;
;rolling element failure;suspect;31,95214272;2,3;1,350402832;0,659459459;1758286194;dl;rpi3;;;;;
;suspect;suspect;28,81979942;1,9;1,350831985;0,659612787;1758286195;dl;rpi3;;;;;
;normal;early;31,71610832;2,2;1,350831985;0,659315932;1758286196;dl;rpi3;;;;;
;normal;early;26,23796463;1,5;1,351213455;0,659019343;1758286197;dl;rpi3;;;;;
;normal;normal;37,69803047;2,1;1,351213455;0,659172662;1758286198;dl;rpi3;;;;;
;suspect;normal;35,49289703;2,1;1,351213455;0,658876404;1758286199;dl;rpi3;;;;;
;normal;normal;36,42630577;2,2;1,351213455;0,65902965;1758286200;dl;rpi3;;;;;
;normal;normal;29,04200554;1,6;1,351213455;0,659182757;1758286201;dl;rpi3;;;;;
;suspect;suspect;26,10111237;1,4;1,355838776;0,659335727;1758286202;dl;rpi3;;;;;
;suspect;suspect;27,95219421;1,5;1,355838776;0,65948856;1758286203;dl;rpi3;;;;;
;normal;normal;28,58972549;1,5;1,355886459;0,659641256;1758286204;dl;rpi3;;;;;
;normal;normal;27,11081505;1,5;1,355886459;0,659793814;1758286205;dl;rpi3;;;;;
;rolling element failure;rolling element failure;28,96618843;1,5;1,355886459;0,659946237;1758286206;dl;rpi3;;;;;
;suspect;suspect;27,57787704;1,5;1,355886459;0,660098522;1758286207;dl;rpi3;;;;;
;normal;early;22,66192436;1,5;1,355886459;0,659803044;1758286208;dl;rpi3;;;;;
;normal;early;28,55110168;2;1,355981827;0,65950783;1758286209;dl;rpi3;;;;;
;rolling element failure;normal;30,65013885;1,6;1,35602951;0,65921288;1758286210;dl;rpi3;;;;;
;suspect;normal;31,15987778;2;1,35602951;0,658918194;1758286211;dl;rpi3;;;;;
;normal;normal;29,50811386;1,6;1,355934143;0,659070599;1758286212;dl;rpi3;;;;;
;normal;normal;31,14914894;1,6;1,357460022;0,659222867;1758286213;dl;rpi3;;;;;
;normal;normal;51,52416229;2,5;1,357603073;0,659375;1758286214;dl;rpi3;;;;;
;suspect;suspect;29,40011024;1,9;1,357698441;0,659526997;1758286215;dl;rpi3;;;;;
;normal;normal;30,60317039;1,6;1,357793808;0,659678858;1758286216;dl;rpi3;;;;;
;suspect;normal;27,66895294;1,5;1,357793808;0,659384753;1758286217;dl;rpi3;;;;;
;rolling element failure;rolling element failure;32,91225433;1,6;1,357793808;0,659536542;1758286218;dl;rpi3;;;;;
;suspect;suspect;26,81684494;1,4;1,357793808;0,659688196;1758286219;dl;rpi3;;;;;
;normal;early;32,73916245;1,6;1,357793808;0,659394479;1758286220;dl;rpi3;;;;;
;normal;early;29,7999382;1,5;1,357793808;0,659101024;1758286221;dl;rpi3;;;;;
;normal;normal;26,88574791;1,5;1,358890533;0,659252669;1758286222;dl;rpi3;;;;;
;suspect;normal;36,12804413;2;1,359891891;0,658959538;1758286223;dl;rpi3;;;;;
;normal;normal;36,66901588;2,2;1,359987259;0,659111111;1758286224;dl;rpi3;;;;;
;normal;normal;29,56199646;2,1;1,34677887;0,65926255;1758286225;dl;rpi3;;;;;
;normal;normal;28,7899971;1,5;1,346874237;0,659413854;1758286227;dl;rpi3;;;;;
;suspect;normal;30,88784218;1,6;1,349258423;0,659121172;1758286228;dl;rpi3;;;;;
;normal;normal;28,6359787;1,5;1,349782944;0,659272405;1758286229;dl;rpi3;;;;;
;normal;normal;31,4218998;1,9;1,350831985;0,659423503;1758286230;dl;rpi3;;;;;
;rolling element failure;suspect;27,32396126;1,6;1,350831985;0,659131206;1758286231;dl;rpi3;;;;;
;suspect;normal;29,82497215;1,7;1,351308823;0,658839167;1758286232;dl;rpi3;;;;;
;normal;normal;28,7797451;1,6;1,351356506;0,658990257;1758286233;dl;rpi3;;;;;
;normal;normal;29,30212021;1,6;1,352882385;0,659141213;1758286234;dl;rpi3;;;;;
;suspect;suspect;21,36301994;1,5;1,354646683;0,659292035;1758286235;dl;rpi3;;;;;
;suspect;suspect;28,01299095;1,8;1,35474205;0,659442724;1758286236;dl;rpi3;;;;;
;normal;normal;24,61218834;1,5;1,35474205;0,65959328;1758286237;dl;rpi3;;;;;
;normal;suspect;25,53486824;1,5;1,35474205;0,659301812;1758286238;dl;rpi3;;;;;
;rolling element failure;rolling element failure;33,40911865;3,4;1,354837418;0,659452297;1758286239;dl;rpi3;;;;;
;suspect;suspect;27,0678997;1,6;1,356315613;0,659602649;1758286240;dl;rpi3;;;;;
;normal;normal;32,82904625;2,2;1,358222961;0,659752868;1758286241;dl;rpi3;;;;;
;normal;normal;28,91492844;1,5;1,358222961;0,659902955;1758286242;dl;rpi3;;;;;
;normal;normal;26,95012093;1,6;1,359558105;0,66005291;1758286243;dl;rpi3;;;;;
;suspect;normal;27,47511864;1,6;1,359558105;0,65976201;1758286244;dl;rpi3;;;;;
;normal;normal;29,15120125;1,7;1,359558105;0,659911894;1758286245;dl;rpi3;;;;;
;normal;normal;27,10676193;1,5;1,359558105;0,660061647;1758286246;dl;rpi3;;;;;
;stage 2 failure;suspect;26,65305138;1,4;1,359558105;0,659771127;1758286247;dl;rpi3;;;;;
;suspect;suspect;35,01582146;1,7;1,360416412;0,65992081;1758286248;dl;rpi3;;;;;
;normal;early;27,50205994;1,6;1,360416412;0,659630607;1758286249;dl;rpi3;;;;;
;normal;early;28,71203423;1,9;1,361656189;0,659340659;1758286250;dl;rpi3;;;;;
;normal;normal;30,14612198;1,6;1,361656189;0,659490334;1758286251;dl;rpi3;;;;;
;suspect;suspect;33,15782547;2,2;1,362371445;0,659639877;1758286252;dl;rpi3;;;;;
;normal;normal;20,07102966;1,5;1,362371445;0,659789289;1758286253;dl;rpi3;;;;;
;suspect;suspect;29,77824211;2,3;1,362609863;0,65993857;1758286254;dl;rpi3;;;;;
;stage 2 failure;stage 2 failure;31,8980217;1,6;1,36256218;0,660087719;1758286255;dl;rpi3;;;;;
;suspect;imminent failure;37,73021698;3,1;1,36256218;0,659798334;1758286256;dl;rpi3;;;;;
;normal;imminent failure;26,29613876;1,5;1,365232468;0,659509202;1758286257;dl;rpi3;;;;;
;suspect;inner race failure;27,89616585;1,5;1,365232468;0,659220324;1758286258;dl;rpi3;;;;;
;stage 2 failure;stage 2 failure;35,82310677;2,1;1,365232468;0,659369527;1758286259;dl;rpi3;;;;;
;early;early;27,86922455;1,6;1,368951797;0,6595186;1758286260;dl;rpi3;;;;;
;early;early;30,77197075;1,5;1,369142532;0,659667542;1758286261;dl;rpi3;;;;;
;early;early;25,91013908;1,5;1,369142532;0,659816353;1758286262;dl;rpi3;;;;;
;early;early;31,61406517;1,7;1,369857788;0,659965035;1758286263;dl;rpi3;;;;;
;early;early;29,34002876;1,5;1,369857788;0,660113587;1758286264;dl;rpi3;;;;;
;early;early;30,44509888;1,7;1,370096207;0,660262009;1758286265;dl;rpi3;;;;;
;early;early;28,73682976;1,6;1,367712021;0,660410301;1758286266;dl;rpi3;;;;;
;early;early;26,01504326;1,6;1,359319687;0,660558464;1758286267;dl;rpi3;;;;;
;suspect;suspect;24,60002899;1,5;1,344299316;0,660706498;1758286268;dl;rpi3;;;;;
;normal;normal;45,05085945;2,7;1,344299316;0,660854403;1758286269;dl;rpi3;;;;;
;suspect;suspect;30,22217751;2,1;1,318264008;0,661002179;1758286270;dl;rpi3;;;;;
;stage 2 failure;rolling element failure;28,50937843;1,6;1,317596436;0,660714286;1758286271;dl;rpi3;;;;;
;suspect;normal;36,3047123;2,1;1,322221756;0,660426643;1758286272;dl;rpi3;;;;;
;normal;normal;28,54084969;1,6;1,321077347;0,660574413;1758286273;dl;rpi3;;;;;
;normal;normal;27,56690979;1,5;1,328754425;0,660722053;1758286275;dl;rpi3;;;;;
;rolling element failure;rolling element failure;44,64888573;2,5;1,328849792;0,660869565;1758286276;dl;rpi3;;;;;
;suspect;normal;27,12130547;1,9;1,328992844;0,660582355;1758286277;dl;rpi3;;;;;
;normal;normal;28,01299095;1,5;1,331377029;0,6607298;1758286278;dl;rpi3;;;;;
;normal;normal;29,4380188;1,5;1,331710815;0,660877117;1758286279;dl;rpi3;;;;;
;normal;normal;27,21190453;1,4;1,332616806;0,661024306;1758286280;dl;rpi3;;;;;
;suspect;suspect;22,43685722;1,6;1,332616806;0,661171367;1758286281;dl;rpi3;;;;;
;normal;normal;21,50893211;1,4;1,332616806;0,6613183;1758286282;dl;rpi3;;;;;
;normal;normal;29,00767326;1,5;1,337623596;0,661465106;1758286283;dl;rpi3;;;;;
;normal;normal;31,27002716;2,8;1,339435577;0,661611785;1758286284;dl;rpi3;;;;;
;suspect;suspect;25,80308914;1,5;1,339483261;0,661758337;1758286285;dl;rpi3;;;;;
;normal;early;35,3603363;2,1;1,329517365;0,661471861;1758286286;dl;rpi3;;;;;
;normal;early;26,27897263;1,5;1,332807541;0,661185634;1758286287;dl;rpi3;;;;;
;rolling element failure;normal;25,59280396;2,1;1,333141327;0,660899654;1758286288;dl;rpi3;;;;;
;suspect;suspect;25,97093582;1,5;1,334619522;0,66104626;1758286289;dl;rpi3;;;;;
;normal;normal;30,6019783;1,5;1,336193085;0,66119274;1758286290;dl;rpi3;;;;;
;suspect;suspect;29,97207642;1,6;1,337099075;0,661339093;1758286291;dl;rpi3;;;;;
;stage 2 failure;stage 2 failure;43,63274574;2,7;1,337099075;0,66148532;1758286292;dl;rpi3;;;;;
;normal;normal;22,43709564;1,5;1,338386536;0,66163142;1758286293;dl;rpi3;;;;;
;normal;normal;30,79390526;1,6;1,338386536;0,661777394;1758286294;dl;rpi3;;;;;
;normal;normal;28,70512009;1,5;1,338434219;0,661923243;1758286295;dl;rpi3;;;;;
;normal;suspect;29,05321121;1,5;1,338434219;0,661637931;1758286296;dl;rpi3;;;;;
;suspect;normal;29,22391891;1,9;1,338434219;0,661352865;1758286297;dl;rpi3;;;;;
;normal;normal;23,30493927;1,6;1,339006424;0,661498708;1758286298;dl;rpi3;;;;;
;normal;normal;30,54785728;2,3;1,339292526;0,661644425;1758286299;dl;rpi3;;;;;
;normal;normal;30,00497818;1,6;1,339292526;0,661790017;1758286300;dl;rpi3;;;;;
;suspect;suspect;30,97510338;2;1,339292526;0,661935484;1758286301;dl;rpi3;;;;;
;normal;normal;24,52373505;1,6;1,339197159;0,662080825;1758286302;dl;rpi3;;;;;
;normal;normal;32,34100342;1,6;1,339197159;0,662226042;1758286303;dl;rpi3;;;;;
;rolling element failure;rolling element failure;45,26376724;2,8;1,340246201;0,662371134;1758286304;dl;rpi3;;;;;
;suspect;normal;23,70119095;1,5;1,340961456;0,662086733;1758286305;dl;rpi3;;;;;
;normal;normal;32,72104263;1,7;1,340961456;0,66223176;1758286306;dl;rpi3;;;;;
;normal;normal;46,42319679;3;1,342439651;0,662376662;1758286307;dl;rpi3;;;;;
;normal;suspect;27,68993378;1,5;1,342487335;0,662092624;1758286308;dl;rpi3;;;;;
;suspect;suspect;27,82416344;1,5;1,346492767;0,662237462;1758286309;dl;rpi3;;;;;
;normal;early;21,94190025;1,5;1,346492767;0,661953728;1758286310;dl;rpi3;;;;;
;normal;early;26,46303177;1,6;1,346492767;0,661670236;1758286311;dl;rpi3;;;;;
;rolling element failure;normal;29,65092659;1,6;1,346540451;0,661386986;1758286312;dl;rpi3;;;;;
;suspect;normal;29,97207642;1,5;1,346540451;0,661103979;1758286313;dl;rpi3;;;;;
;normal;normal;33,02288055;2,3;1,348161697;0,661248931;1758286314;dl;rpi3;;;;;
;normal;normal;27,12106705;2;1,348209381;0,661393758;1758286315;dl;rpi3;;;;;
;normal;normal;29,38604355;1,6;1,348209381;0,661538462;1758286316;dl;rpi3;;;;;
;suspect;suspect;43,22195053;3,1;1,349115372;0,661683041;1758286317;dl;rpi3;;;;;
;normal;normal;28,50294113;1,5;1,349163055;0,661827498;1758286318;dl;rpi3;;;;;
;normal;normal;26,33070946;1,9;1,349639893;0,661971831;1758286319;dl;rpi3;;;;;
;normal;normal;32,43327141;1,7;1,351213455;0,662116041;1758286320;dl;rpi3;;;;;
;suspect;suspect;26,3478756;1,5;1,351213455;0,662260128;1758286321;dl;rpi3;;;;;
;normal;normal;30,26890755;1,6;1,352214813;0,662404092;1758286322;dl;rpi3;;;;;
;normal;normal;29,33096886;1,5;1,352214813;0,662547934;1758286323;dl;rpi3;;;;;
;rolling element failure;rolling element failure;28,85890007;1,5;1,352214813;0,662691652;1758286325;dl;rpi3;;;;;
;suspect;normal;34,45005417;1,7;1,352214813;0,662409536;1758286326;dl;rpi3;;;;;
;normal;normal;28,88321877;1,5;1,353693008;0,662553191;1758286327;dl;rpi3;;;;;
;normal;normal;27,10175514;1,7;1,353693008;0,662696725;1758286328;dl;rpi3;;;;;
;normal;normal;29,03699875;1,5;1,355314255;0,662840136;1758286329;dl;rpi3;;;;;
;suspect;suspect;36,53287888;2,7;1,355600357;0,662983425;1758286330;dl;rpi3;;;;;
;normal;early;33,42795372;2,1;1,356649399;0,662701784;1758286331;dl;rpi3;;;;;
;normal;early;28,85699272;1,5;1,356649399;0,662420382;1758286332;dl;rpi3;;;;;
;normal;normal;41,9819355;2,6;1,357460022;0,662563667;1758286333;dl;rpi3;;;;;
;suspect;suspect;34,8610878;1,8;1,357507706;0,662706831;1758286334;dl;rpi3;;;;;
;normal;early;40,48490524;1,9;1,357698441;0,662425785;1758286335;dl;rpi3;;;;;
;normal;early;30,3311348;1,7;1,357698441;0,662144977;1758286336;dl;rpi3;;;;;
;rolling element failure;normal;49,12281036;2,4;1,357889175;0,661864407;1758286337;dl;rpi3;;;;;
;suspect;normal;33,7562561;2;1,357889175;0,661584075;1758286338;dl;rpi3;;;;;
;normal;normal;30,00974655;1,6;1,357889175;0,66172735;1758286339;dl;rpi3;;;;;
;normal;normal;28,06782722;1,5;1,357889175;0,661870504;1758286340;dl;rpi3;;;;;
;normal;suspect;28,82695198;1,6;1,358175278;0,661590525;1758286341;dl;rpi3;;;;;
;suspect;normal;28,26523781;1,6;1,358270645;0,661310782;1758286342;dl;rpi3;;;;;
;normal;normal;37,35303879;2,2;1,358270645;0,661453931;1758286343;dl;rpi3;;;;;
;normal;normal;31,18801117;2,1;1,358366013;0,661596958;1758286344;dl;rpi3;;;;;
;rolling element failure;suspect;27,07505226;1,7;1,358413696;0,661317568;1758286345;dl;rpi3;;;;;
;early;early;29,91008759;2,1;1,359415054;0,661460532;1758286346;dl;rpi3;;;;;
;early;early;31,27503395;1,7;1,360273361;0,661603376;1758286347;dl;rpi3;;;;;
;early;early;31,30507469;1,6;1,360273361;0,661746099;1758286348;dl;rpi3;;;;;
;early;early;38,81907463;2,2;1,360416412;0,661888702;1758286349;dl;rpi3;;;;;
;early;early;28,07617188;1,6;1,360416412;0,662031184;1758286350;dl;rpi3;;;;;
;early;early;26,709795;1,4;1,361894608;0,662173547;1758286351;dl;rpi3;;;;;
;early;early;33,59699249;2,5;1,361894608;0,662315789;1758286352;dl;rpi3;;;;;
;early;early;37,26196289;2,1;1,361894608;0,662457912;1758286353;dl;rpi3;;;;;
;suspect;suspect;29,12807465;1,5;1,361894608;0,662599916;1758286354;dl;rpi3;;;;;
;normal;early;22,50909805;1,6;1,361894608;0,662321278;1758286355;dl;rpi3;;;;;
;normal;early;24,87015724;1,4;1,361894608;0,662042875;1758286356;dl;rpi3;;;;;
;rolling element failure;normal;27,44007111;1,5;1,361894608;0,661764706;1758286357;dl;rpi3;;;;;
;suspect;suspect;29,64925766;2;1,361989975;0,661906762;1758286358;dl;rpi3;;;;;
;normal;normal;31,19015694;2,8;1,362085342;0,662048699;1758286359;dl;rpi3;;;;;
;normal;suspect;27,98104286;1,5;1,362085342;0,661770877;1758286360;dl;rpi3;;;;;
;stage 2 failure;stage 2 failure;34,13105011;2,2;1,362133026;0,661912752;1758286361;dl;rpi3;;;;;
;suspect;suspect;24,55925941;1,6;1,362037659;0,662054507;1758286362;dl;rpi3;;;;;
;normal;normal;30,47132492;1,5;1,362037659;0,662196144;1758286363;dl;rpi3;;;;;
;normal;normal;43,08390617;2,7;1,362037659;0,662337662;1758286364;dl;rpi3;;;;;
;normal;normal;28,88607979;1,5;1,362037659;0,662479062;1758286365;dl;rpi3;;;;;
;suspect;normal;27,43077278;1,5;1,362037659;0,662201758;1758286366;dl;rpi3;;;;;
;normal;normal;24,59406853;1,5;1,362705231;0,662343096;1758286367;dl;rpi3;;;;;
;normal;normal;31,63599968;1,5;1,362705231;0,662484316;1758286368;dl;rpi3;;;;;
;normal;suspect;30,81297874;1,5;1,362752914;0,662207358;1758286369;dl;rpi3;;;;;
;suspect;suspect;22,29499817;1,5;1,362752914;0,662348517;1758286370;dl;rpi3;;;;;
;normal;normal;22,96328545;1,4;1,362752914;0,662489557;1758286371;dl;rpi3;;;;;
;normal;suspect;38,13195229;1,9;1,362752914;0,662212944;1758286373;dl;rpi3;;;;;
;rolling element failure;rolling element failure;29,14810181;1,5;1,362752914;0,662353923;1758286374;dl;rpi3;;;;;
;suspect;normal;44,72088814;2,5;1,362848282;0,662077597;1758286375;dl;rpi3;;;;;
;normal;normal;30,14492989;2,2;1,362895966;0,662218515;1758286376;dl;rpi3;;;;;
;normal;normal;29,11281586;1,6;1,362895966;0,662359316;1758286377;dl;rpi3;;;;;
;rolling element failure;rolling element failure;34,65676308;2,3;1,362848282;0,6625;1758286378;dl;rpi3;;;;;
;suspect;suspect;28,23281288;1,8;1,362848282;0,662640566;1758286379;dl;rpi3;;;;;
;normal;normal;28,83887291;1,5;1,364326477;0,662781016;1758286380;dl;rpi3;;;;;
;normal;normal;30,57789803;1,6;1,364326477;0,662921348;1758286381;dl;rpi3;;;;;
;rolling element failure;rolling element failure;27,08888054;1,5;1,364326477;0,663061564;1758286382;dl;rpi3;;;;;
;suspect;normal;45,95899582;2,2;1,364326477;0,662785863;1758286383;dl;rpi3;;;;;
;normal;normal;30,62295914;1,6;1,364374161;0,662926018;1758286384;dl;rpi3;;;;;
;normal;normal;30,89785576;1,5;1,364374161;0,663066057;1758286385;dl;rpi3;;;;;
;rolling element failure;suspect;45,3877449;2,7;1,364374161;0,662790698;1758286386;dl;rpi3;;;;;
;suspect;suspect;30,74812889;1,6;1,364374161;0,662930677;1758286387;dl;rpi3;;;;;
;normal;normal;27,05407143;1,9;1,364374161;0,663070539;1758286388;dl;rpi3;;;;;
;normal;normal;36,10491753;2,4;1,364469528;0,663210286;1758286389;dl;rpi3;;;;;
;rolling element failure;rolling element failure;28,17511559;1,6;1,365947723;0,663349917;1758286390;dl;rpi3;;;;;
;suspect;suspect;31,59093857;2,1;1,365947723;0,663489432;1758286391;dl;rpi3;;;;;
;normal;early;27,15492249;1,7;1,366758347;0,663214582;1758286392;dl;rpi3;;;;;
;normal;early;26,91078186;1,7;1,366710663;0,662939959;1758286393;dl;rpi3;;;;;
;normal;early;30,62176704;1,5;1,367044449;0,662665563;1758286394;dl;rpi3;;;;;
;suspect;normal;29,89602089;1,6;1,368188858;0,662391394;1758286395;dl;rpi3;;;;;
;normal;normal;49,22127724;2,6;1,368188858;0,662531017;1758286396;dl;rpi3;;;;;
;normal;normal;29,5279026;1,6;1,368188858;0,662670525;1758286397;dl;rpi3;;;;;
;normal;normal;30,37691116;1,7;1,368188858;0,662809917;1758286398;dl;rpi3;;;;;
;suspect;suspect;26,75509453;1,8;1,368188858;0,662949195;1758286399;dl;rpi3;;;;;
;normal;normal;26,71408653;1,6;1,368188858;0,663088357;1758286400;dl;rpi3;;;;;
;normal;normal;29,90698814;1,6;1,368188858;0,663227404;1758286401;dl;rpi3;;;;;
;rolling element failure;rolling element failure;27,23383904;1,5;1,368188858;0,663366337;1758286402;dl;rpi3;;;;;
;suspect;suspect;32,70983696;1,6;1,368188858;0,663505155;1758286403;dl;rpi3;;;;;
;normal;early;23,68307114;2,1;1,368284225;0,663231657;1758286404;dl;rpi3;;;;;
;normal;early;31,51798248;1,6;1,368284225;0,662958385;1758286405;dl;rpi3;;;;;
;rolling element failure;normal;31,47006035;2,1;1,361274719;0,662685338;1758286406;dl;rpi3;;;;;
;early;early;42,77515411;2,4;1,334524155;0,662824207;1758286407;dl;rpi3;;;;;
;early;early;30,10201454;1,6;1,339006424;0,662962963;1758286408;dl;rpi3;;;;;
;early;early;27,0421505;1,5;1,342487335;0,663101604;1758286409;dl;rpi3;;;;;
;early;early;35,10403633;2,3;1,345920563;0,663240132;1758286410;dl;rpi3;;;;;
;suspect;imminent failure;30,69090843;1,7;1,347064972;0,66296753;1758286411;dl;rpi3;;;;;
;normal;imminent failure;33,69307518;2,5;1,348543167;0,662695152;1758286412;dl;rpi3;;;;;
;suspect;inner race failure;28,62501144;1,5;1,348543167;0,662422998;1758286413;dl;rpi3;;;;;
;rolling element failure;stage 2 failure;31,26382828;1,6;1,349830627;0,662151067;1758286414;dl;rpi3;;;;;
;suspect;suspect;26,27396584;1,5;1,350307465;0,6622897;1758286415;dl;rpi3;;;;;
;normal;suspect;26,75509453;1,5;1,350641251;0,662018048;1758286416;dl;rpi3;;;;;
;normal;suspect;29,06322479;1,6;1,345396042;0,661746617;1758286417;dl;rpi3;;;;;
;stage 2 failure;stage 2 failure;27,36902237;1,5;1,351356506;0,661885246;1758286418;dl;rpi3;;;;;
;suspect;suspect;34,71398354;2,8;1,35178566;0,662023761;1758286419;dl;rpi3;;;;;
;normal;normal;36,81206703;2,2;1,347589493;0,662162162;1758286421;dl;rpi3;;;;;
;normal;normal;31,69202805;1,6;1,347494125;0,66230045;1758286422;dl;rpi3;;;;;
;normal;normal;29,31976318;1,7;1,342868805;0,662438625;1758286423;dl;rpi3;;;;;
;suspect;suspect;27,92191505;1,5;1,332902908;0,662576687;1758286424;dl;rpi3;;;;;
;normal;normal;43,11132431;2,2;1,334476471;0,662714636;1758286425;dl;rpi3;;;;;
;normal;suspect;50,96483231;2,7;1,334524155;0,662443809;1758286426;dl;rpi3;;;;;
;rolling element failure;stage 2 failure;26,26204491;1,5;1,334571838;0,662173203;1758286427;dl;rpi3;;;;;
;suspect;normal;31,53300285;2,2;1,334857941;0,661902817;1758286428;dl;rpi3;;;;;
;normal;normal;32,60207176;1,6;1,335716248;0,662040816;1758286429;dl;rpi3;;;;;
;normal;normal;29,25109863;1,5;1,335716248;0,662178703;1758286430;dl;rpi3;;;;;
;rolling element failure;suspect;27,79173851;1,5;1,336097717;0,661908646;1758286431;dl;rpi3;;;;;
;suspect;normal;31,2461853;1,8;1,338815689;0,66163881;1758286432;dl;rpi3;;;;;
;normal;normal;29,10900116;1,5;1,338863373;0,661776691;1758286433;dl;rpi3;;;;;
;normal;normal;27,52113342;2,4;1,339006424;0,66191446;1758286434;dl;rpi3;;;;;
